ncodpers,fecha_dato,product,propensity
16986,2016-04-28,ind_ctpp_fin_ult1,0.9525655128623467
16986,2016-04-28,ind_ctop_fin_ult1,0.9074691745126067
16986,2016-04-28,ind_tjcr_fin_ult1,0.8982588260154258
18490,2016-04-28,ind_ctpp_fin_ult1,0.9946150063219024
18490,2016-04-28,ind_cno_fin_ult1,0.9908501981240396
18490,2016-04-28,ind_tjcr_fin_ult1,0.9865797962103323
21412,2016-04-28,ind_ctop_fin_ult1,0.9310946275648248
21412,2016-04-28,ind_ctpp_fin_ult1,0.4057297155086391
21412,2016-04-28,ind_dela_fin_ult1,0.31561876321642535
36204,2016-04-28,ind_ctop_fin_ult1,0.9532801293514835
36204,2016-04-28,ind_ctpp_fin_ult1,0.7792561173682396
36204,2016-04-28,ind_plan_fin_ult1,0.765792456606158
44191,2016-04-28,ind_ctop_fin_ult1,0.8881226330512695
44191,2016-04-28,ind_ctpp_fin_ult1,0.3345193358269074
44191,2016-04-28,ind_dela_fin_ult1,0.315904000484004
50397,2016-04-28,ind_dela_fin_ult1,0.6426401185702559
50397,2016-04-28,ind_tjcr_fin_ult1,0.5851252726158329
50397,2016-04-28,ind_recibo_ult1,0.48005660020477964
55115,2016-04-28,ind_ctop_fin_ult1,0.8749210661343036
55115,2016-04-28,ind_ctpp_fin_ult1,0.371799885752841
55115,2016-04-28,ind_dela_fin_ult1,0.22761905720663475
70849,2016-04-28,ind_ctop_fin_ult1,0.812958951509691
70849,2016-04-28,ind_ctpp_fin_ult1,0.32562140882759466
70849,2016-04-28,ind_dela_fin_ult1,0.1291058241467713
75098,2016-04-28,ind_ctop_fin_ult1,0.575694951063487
75098,2016-04-28,ind_dela_fin_ult1,0.4497481016906618
75098,2016-04-28,ind_plan_fin_ult1,0.3571744375832628
76656,2016-04-28,ind_ctop_fin_ult1,0.9151218398356409
76656,2016-04-28,ind_ctpp_fin_ult1,0.25473938451929623
76656,2016-04-28,ind_dela_fin_ult1,0.1310896631520045
78915,2016-04-28,ind_ctop_fin_ult1,0.9753432254392126
78915,2016-04-28,ind_ctpp_fin_ult1,0.6898992651889768
78915,2016-04-28,ind_tjcr_fin_ult1,0.6473569359188917
80253,2016-04-28,ind_ctop_fin_ult1,0.9881154262728071
80253,2016-04-28,ind_nom_pens_ult1,0.9843809745580202
80253,2016-04-28,ind_nomina_ult1,0.9760790351487152
82345,2016-04-28,ind_ctpp_fin_ult1,0.8718899217264036
82345,2016-04-28,ind_ctop_fin_ult1,0.8711755237997238
82345,2016-04-28,ind_tjcr_fin_ult1,0.6519464493769213
94475,2016-04-28,ind_ctop_fin_ult1,0.8962829787827447
94475,2016-04-28,ind_ctpp_fin_ult1,0.23745586604991895
94475,2016-04-28,ind_dela_fin_ult1,0.17613617108828114
100181,2016-04-28,ind_ctop_fin_ult1,0.9626466209295367
100181,2016-04-28,ind_dela_fin_ult1,0.6432569360127496
100181,2016-04-28,ind_valo_fin_ult1,0.6176121524480422
115692,2016-04-28,ind_dela_fin_ult1,0.5907583372023001
115692,2016-04-28,ind_tjcr_fin_ult1,0.5491418915091182
115692,2016-04-28,ind_recibo_ult1,0.5106005804708266
115806,2016-04-28,ind_tjcr_fin_ult1,0.989546863277097
115806,2016-04-28,ind_valo_fin_ult1,0.9631272495686841
115806,2016-04-28,ind_plan_fin_ult1,0.9230879836339366
118419,2016-04-28,ind_ecue_fin_ult1,0.9259166108591483
118419,2016-04-28,ind_tjcr_fin_ult1,0.8910354666475869
118419,2016-04-28,ind_ctop_fin_ult1,0.7466506163502391
118886,2016-04-28,ind_dela_fin_ult1,0.6668266293636831
118886,2016-04-28,ind_fond_fin_ult1,0.36210954172578724
118886,2016-04-28,ind_plan_fin_ult1,0.20811163012090111
121978,2016-04-28,ind_nom_pens_ult1,0.9892935047028886
121978,2016-04-28,ind_nomina_ult1,0.982657518159728
121978,2016-04-28,ind_plan_fin_ult1,0.9342861862418793
122738,2016-04-28,ind_ctop_fin_ult1,0.8112297870669368
122738,2016-04-28,ind_ctpp_fin_ult1,0.3930435291563187
122738,2016-04-28,ind_plan_fin_ult1,0.15242740134347693
124601,2016-04-28,ind_tjcr_fin_ult1,0.7941416308064632
124601,2016-04-28,ind_ctpp_fin_ult1,0.7698177218266018
124601,2016-04-28,ind_cno_fin_ult1,0.6459860700009435
135965,2016-04-28,ind_ctop_fin_ult1,0.9745544118740612
135965,2016-04-28,ind_ctpp_fin_ult1,0.8810259108640542
135965,2016-04-28,ind_tjcr_fin_ult1,0.8450009690068411
143979,2016-04-28,ind_plan_fin_ult1,0.9885953752380556
143979,2016-04-28,ind_nom_pens_ult1,0.9844143805735432
143979,2016-04-28,ind_ctop_fin_ult1,0.9777604461186883
159137,2016-04-28,ind_ctpp_fin_ult1,0.9911555570318885
159137,2016-04-28,ind_ctop_fin_ult1,0.9677627026979776
159137,2016-04-28,ind_valo_fin_ult1,0.9169571359113772
171162,2016-04-28,ind_recibo_ult1,0.7377281884445053
171162,2016-04-28,ind_dela_fin_ult1,0.634568764659358
171162,2016-04-28,ind_reca_fin_ult1,0.6072526146126632
178648,2016-04-28,ind_dela_fin_ult1,0.6396402451730383
178648,2016-04-28,ind_tjcr_fin_ult1,0.6044106556132836
178648,2016-04-28,ind_recibo_ult1,0.5826336211084586
193151,2016-04-28,ind_ctop_fin_ult1,0.4551283123669721
193151,2016-04-28,ind_ctpp_fin_ult1,0.3365148541108298
193151,2016-04-28,ind_reca_fin_ult1,0.15257126519807135
198202,2016-04-28,ind_ctop_fin_ult1,0.9708574134493376
198202,2016-04-28,ind_plan_fin_ult1,0.8234773482170317
198202,2016-04-28,ind_cco_fin_ult1,0.7489402571275929
201445,2016-04-28,ind_tjcr_fin_ult1,0.9203819800033013
201445,2016-04-28,ind_ctpp_fin_ult1,0.8880324288657518
201445,2016-04-28,ind_ecue_fin_ult1,0.8118346438840284
204239,2016-04-28,ind_ctop_fin_ult1,0.5893566365856555
204239,2016-04-28,ind_ctpp_fin_ult1,0.2969990639137832
204239,2016-04-28,ind_dela_fin_ult1,0.13194773398387352
205750,2016-04-28,ind_fond_fin_ult1,0.9858065050855903
205750,2016-04-28,ind_nom_pens_ult1,0.9789126753254239
205750,2016-04-28,ind_reca_fin_ult1,0.9740473856111797
210459,2016-04-28,ind_plan_fin_ult1,0.9843308303939081
210459,2016-04-28,ind_ctop_fin_ult1,0.9543166867864616
210459,2016-04-28,ind_reca_fin_ult1,0.9277608169737299
226056,2016-04-28,ind_recibo_ult1,0.5973981053949532
226056,2016-04-28,ind_dela_fin_ult1,0.5959340496061442
226056,2016-04-28,ind_tjcr_fin_ult1,0.5923994309293004
226575,2016-04-28,ind_recibo_ult1,0.7048422610819574
226575,2016-04-28,ind_dela_fin_ult1,0.6512844843263512
226575,2016-04-28,ind_tjcr_fin_ult1,0.5775595531027781
228103,2016-04-28,ind_dela_fin_ult1,0.27120452655674054
228103,2016-04-28,ind_fond_fin_ult1,0.14277369776508908
228103,2016-04-28,ind_ecue_fin_ult1,0.12783420500341938
238585,2016-04-28,ind_fond_fin_ult1,0.9708284865027024
238585,2016-04-28,ind_tjcr_fin_ult1,0.9037821023771965
238585,2016-04-28,ind_valo_fin_ult1,0.7795302056430812
241977,2016-04-28,ind_nom_pens_ult1,0.990669519952298
241977,2016-04-28,ind_nomina_ult1,0.9866061006604546
241977,2016-04-28,ind_fond_fin_ult1,0.9656811103840695
246541,2016-04-28,ind_dela_fin_ult1,0.9466526772890062
246541,2016-04-28,ind_fond_fin_ult1,0.8753436164505428
246541,2016-04-28,ind_valo_fin_ult1,0.8594349987039378
251798,2016-04-28,ind_dela_fin_ult1,0.34657811219589185
251798,2016-04-28,ind_plan_fin_ult1,0.24436849595925159
251798,2016-04-28,ind_ctpp_fin_ult1,0.21536724678189542
256867,2016-04-28,ind_ctop_fin_ult1,0.949962168512284
256867,2016-04-28,ind_tjcr_fin_ult1,0.914172448703578
256867,2016-04-28,ind_valo_fin_ult1,0.9122240495320666
263086,2016-04-28,ind_ctop_fin_ult1,0.8575720198921576
263086,2016-04-28,ind_ctpp_fin_ult1,0.798175689798028
263086,2016-04-28,ind_recibo_ult1,0.6787452422487613
269047,2016-04-28,ind_dela_fin_ult1,0.11255479499422558
269047,2016-04-28,ind_cco_fin_ult1,0.10881811516643503
269047,2016-04-28,ind_ecue_fin_ult1,0.07892499165095014
280473,2016-04-28,ind_ctop_fin_ult1,0.8952256162540289
280473,2016-04-28,ind_dela_fin_ult1,0.7838903148974515
280473,2016-04-28,ind_tjcr_fin_ult1,0.663298820483974
281904,2016-04-28,ind_dela_fin_ult1,0.19981898129439432
281904,2016-04-28,ind_reca_fin_ult1,0.13803268991447093
281904,2016-04-28,ind_fond_fin_ult1,0.1016622364568554
284772,2016-04-28,ind_dela_fin_ult1,0.2308864821785489
284772,2016-04-28,ind_fond_fin_ult1,0.16101182968275946
284772,2016-04-28,ind_reca_fin_ult1,0.1411887692574331
287513,2016-04-28,ind_ctop_fin_ult1,0.8106599695750554
287513,2016-04-28,ind_ctpp_fin_ult1,0.6235220315453524
287513,2016-04-28,ind_recibo_ult1,0.5868784185688335
312236,2016-04-28,ind_dela_fin_ult1,0.19757509784665003
312236,2016-04-28,ind_cco_fin_ult1,0.13459869608107464
312236,2016-04-28,ind_fond_fin_ult1,0.1280280158107039
315979,2016-04-28,ind_recibo_ult1,0.9348534694718905
315979,2016-04-28,ind_ctma_fin_ult1,0.9343768569160195
315979,2016-04-28,ind_dela_fin_ult1,0.7967514530870501
317409,2016-04-28,ind_dela_fin_ult1,0.3397436002339086
317409,2016-04-28,ind_ecue_fin_ult1,0.15438907199577145
317409,2016-04-28,ind_fond_fin_ult1,0.151123561296723
321929,2016-04-28,ind_ctop_fin_ult1,0.9247173410473891
321929,2016-04-28,ind_tjcr_fin_ult1,0.9073411404887832
321929,2016-04-28,ind_ctpp_fin_ult1,0.9011284547010141
322374,2016-04-28,ind_ctpp_fin_ult1,0.9738331925751891
322374,2016-04-28,ind_valo_fin_ult1,0.9663522333472878
322374,2016-04-28,ind_tjcr_fin_ult1,0.9629805049530898
331073,2016-04-28,ind_fond_fin_ult1,0.9605490926389207
331073,2016-04-28,ind_plan_fin_ult1,0.8774269658565067
331073,2016-04-28,ind_ctop_fin_ult1,0.8416875634305983
342943,2016-04-28,ind_valo_fin_ult1,0.9710257017798548
342943,2016-04-28,ind_plan_fin_ult1,0.954853117210753
342943,2016-04-28,ind_dela_fin_ult1,0.8821151809146685
345783,2016-04-28,ind_dela_fin_ult1,0.32712244033545623
345783,2016-04-28,ind_ctop_fin_ult1,0.27820195217892907
345783,2016-04-28,ind_ctpp_fin_ult1,0.2697641219769415
354196,2016-04-28,ind_nom_pens_ult1,0.9633590378751332
354196,2016-04-28,ind_nomina_ult1,0.9577181270460641
354196,2016-04-28,ind_tjcr_fin_ult1,0.8539437232181581
363390,2016-04-28,ind_ctpp_fin_ult1,0.5497860246699534
363390,2016-04-28,ind_ctop_fin_ult1,0.2750653469541376
363390,2016-04-28,ind_recibo_ult1,0.21502723455164233
366045,2016-04-28,ind_ctma_fin_ult1,0.7707134948263764
366045,2016-04-28,ind_dela_fin_ult1,0.7023954427712695
